name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at
Naviscan,Biotechnology," 19,330,001 ",operating,USA,CA,San Diego,San Diego,4,1995,2007-05-03,2012-12-19
NephRx Corporation,Biotechnology," 6,219,317 ",operating,USA,MI,Kalamazoo,Kalamazoo,1,1995,2010-02-10,2010-02-10
NetIQ,IT Management|Software," 7,400,000 ",ipo,USA,CA,SF Bay Area,San Jose,1,1995,2005-11-29,2005-11-29
NWP Services Corporation,Energy|Services|Utilities," 20,000,000 ",operating,USA,CA,Anaheim,Costa Mesa,2,1995,2001-08-21,2003-07-08
Optasite,Mobile," 95,000,000 ",operating,USA,MA,Worcester,Westborough,3,1995,2004-04-28,2006-03-17
PeriGen,Health Care," 11,400,000 ",operating,USA,NJ,Newark,Cranbury,2,1995,2010-01-11,2013-04-04
Pharos Innovations,Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Medication Adherence|Mobile Health," 7,070,545 ",operating,USA,IL,Chicago,Des Plaines,5,1995,2010-02-03,2015-04-13
Physicians Reference Laboratory,Health and Wellness," 2,850,000 ",operating,USA,KS,Kansas City,Overland Park,1,1995,2013-12-19,2013-12-19
Plex Systems,Cloud Computing|Enterprise Resource Planning|Manufacturing|Software," 86,500,000 ",operating,USA,MI,Detroit,Troy,4,1995,2009-11-09,2014-06-10
proteonomix,Biotechnology," 3,804,991 ",operating,USA,NJ,Newark,Hawthorne,1,1995,2012-03-21,2012-03-21
Q Care International,Biotechnology," 7,650,000 ",operating,USA,GA,Atlanta,Marietta,2,1995,2014-02-18,2015-04-30
RealPage,Software," 86,401,577 ",ipo,USA,TX,Dallas,Carrollton,8,1995,2003-12-30,2011-09-15
RenaMed Biologics,Biotechnology," 40,000,000 ",operating,USA,RI,Providence,Lincoln,1,1995,2006-09-07,2006-09-07
Rockwell Medical,Biotechnology," 35,000,000 ",ipo,USA,MI,Detroit,Wixom,2,1995,2013-06-18,2014-10-15
rVue,Advertising|Digital Signage|Media|News|Technology," 6,067,500 ",ipo,USA,IL,Chicago,Elmhurst,5,1995,2010-05-24,2015-08-13
SafeTec Compliance Systems,Clean Technology," 2,379,999 ",operating,USA,WA,Seattle,Vancouver,2,1995,2009-02-20,2010-07-10
Salon Media Group,E-Commerce|News," 25,506,379 ",ipo,USA,CA,SF Bay Area,San Francisco,1,1995,2013-03-13,2013-03-13
Sangamo BioSciences,Biotechnology," 74,200,000 ",ipo,USA,CA,SF Bay Area,Richmond,1,1995,2013-09-24,2013-09-24
ServiceBench,Software," 12,075,000 ",operating,USA,VA,"Washington, D.C.",Fairfax,3,1995,2001-11-19,2006-06-23
Shoptalk,Software," 14,500,000 ",operating,USA,IL,Chicago,Chicago,2,1995,2001-07-30,2015-09-21
SkyBitz,Software," 48,000,000 ",operating,USA,VA,"Washington, D.C.",Sterling,4,1995,2002-11-15,2007-02-07
SMS Assist,Enterprise Software|Marketplaces|Property Management|SaaS," 105,000,000 ",operating,USA,IL,Chicago,Chicago,3,1995,2011-06-22,2015-05-05
Sports Mogul,Computers|Franchises|Games|Home & Garden|Internet|Simulation|Sports," 5,000,000 ",operating,USA,CT,Hartford,Middletown,1,1995,2001-01-01,2001-01-01
SST Inc. (Formerly ShotSpotter),Analytics|Security," 67,933,006 ",operating,USA,CA,SF Bay Area,Mountain View,7,1995,2006-04-11,2015-09-08
Stirling Ultracold(Global Cooling),Manufacturing," 2,601,040 ",operating,USA,OH,OH - Other,Athens,1,1995,2011-12-06,2011-12-06
Synapse,Consumer Electronics|Electronics|New Product Development|Software|Technology|User Experience Design," 3,000,000 ",operating,USA,CO,CO - Other,Franktown,1,1995,2009-11-17,2009-11-17
TechnoCom Corporation,Wireless," 2,287,263 ",operating,USA,CA,San Diego,Carlsbad,1,1995,2015-10-06,2015-10-06
TimeSys Corporation,Software," 15,500,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,1,1995,2002-03-11,2002-03-11
Trilliant,Hardware + Software|Smart Grid," 146,000,000 ",operating,USA,CA,SF Bay Area,Redwood City,3,1995,2008-08-19,2010-12-21
U.S. Auto Parts Network,Automotive," 6,017,495 ",ipo,USA,CA,Los Angeles,Carson,1,1995,2013-04-10,2013-04-10
Vesta Corporation,Consumer Lending|Electronics|Payments," 20,000,000 ",operating,USA,GA,Atlanta,Alpharetta,1,1995,2003-11-12,2003-11-12
VG Life Sciences,Biotechnology," 2,785,000 ",operating,USA,CA,Santa Barbara,Santa Barbara,2,1995,2013-03-01,2013-10-02
Water Health International,Clean Technology," 29,000,000 ",operating,USA,CA,Anaheim,Irvine,5,1995,2006-12-20,2014-09-24
WebLink International,Software," 5,235,714 ",operating,USA,IN,Indianapolis,Indianapolis,8,1995,2008-05-23,2015-09-23
WineShop,Hospitality," 2,106,500 ",operating,USA,CA,Napa Valley,Napa,1,1995,2010-07-09,2010-07-09
Xiotech,Web Hosting," 50,000,000 ",operating,USA,MN,Minneapolis,Eden Prairie,2,1995,2007-11-28,2009-09-17
Accipiter,Advertising|Internet|Services," 5,500,000 ",operating,USA,NC,Raleigh,Raleigh,3,1996,1996-06-01,2005-01-12
Acumen Pharmaceuticals,Biotechnology|Health Diagnostics," 2,200,000 ",operating,USA,CA,SF Bay Area,Livermore,2,1996,2006-08-17,2013-05-15
Adherex Technologies,Biotechnology," 3,500,000 ",operating,USA,NC,Raleigh,Raleigh,2,1996,2003-12-04,2013-11-27
Affinity Financial Corporation,Finance|Financial Services," 11,000,000 ",operating,USA,CA,Anaheim,Newport Beach,2,1996,2006-02-16,2008-04-28
Altus Pharmaceuticals,Technology," 86,000,000 ",ipo,USA,OH,Cincinnati,Independence,2,1996,2001-10-03,2004-05-26
Ambient Corporation,Hardware + Software," 5,000,000 ",ipo,USA,MA,Boston,Newton,1,1996,2011-01-05,2011-01-05
AppSense,Enterprise Software|Virtualization," 70,978,783 ",operating,USA,NY,New York City,New York,2,1996,2011-02-22,2012-06-06
ARESCOM,Internet|Internet Service Providers|Wireless," 20,000,000 ",operating,USA,CA,SF Bay Area,Fremont,1,1996,2002-09-02,2002-09-02
Athena Feminine Technologies,Health Care," 2,000,000 ",operating,USA,CA,SF Bay Area,Orinda,1,1996,2009-09-02,2009-09-02
ATI Physical Therapy,Health and Wellness," 225,828,977 ",operating,USA,IL,Chicago,Bolingbrook,2,1996,2010-03-25,2013-03-01
Avesta Technologies,," 11,500,000 ",operating,USA,NY,New York City,New York,1,1996,1999-10-13,1999-10-13
BackOffice Associates,Information Technology," 30,000,000 ",operating,USA,MA,Cape Cod,South Harwich,1,1996,2008-01-10,2008-01-10
Beacon Health Strategies,Health and Wellness," 4,061,906 ",operating,USA,MA,Boston,Boston,2,1996,2011-07-26,2013-10-09
Be Here,Web Hosting," 5,000,000 ",operating,USA,CA,SF Bay Area,Fremont,2,1996,2003-04-04,2005-01-19
Broadview Networks,Enterprise Software," 25,000,000 ",operating,USA,NY,New York City,Rye,1,1996,2012-09-20,2012-09-20
CallidusCloud,Software|Technology," 11,350,000 ",ipo,USA,CA,SF Bay Area,Pleasanton,2,1996,2003-01-10,2010-01-08
CardiOx,Biotechnology," 14,511,774 ",operating,USA,OH,"Columbus, Ohio",Dublin,8,1996,2008-11-07,2014-04-07
C-Bridge Internet Solutions,Consulting," 374,792,349 ",ipo,USA,MA,Boston,Cambridge,3,1996,1999-01-01,2000-01-01
Cernium,Analytics," 20,300,000 ",operating,USA,VA,"Washington, D.C.",Reston,3,1996,2003-07-30,2007-12-04
Certpoint Systems,Software," 3,750,000 ",operating,USA,NY,Long Island,Roslyn Heights,1,1996,2011-11-29,2011-11-29
Cetek Corporation,Bio-Pharm," 20,000,000 ",operating,USA,MA,Boston,Marlborough,2,1996,2001-10-12,2003-04-02
CloudPay,Cloud Computing|Human Resources|Payments|SaaS|Software," 52,450,000 ",operating,USA,NC,Raleigh,Raleigh,3,1996,2008-12-17,2012-12-05
Commercial Mortgage Capital,Real Estate," 26,500,000 ",operating,USA,NJ,Newark,Livingston,1,1996,2013-11-06,2013-11-06
ConsumerMedical,Hospitals," 10,000,000 ",operating,USA,MA,Boston,Pembroke,1,1996,2015-03-27,2015-03-27
Converged Access,Enterprise Software," 8,000,000 ",operating,USA,MA,Boston,Littleton,1,1996,2006-01-17,2006-01-17
Core Security Technologies,Security," 4,500,000 ",operating,USA,MA,Boston,Boston,1,1996,2005-04-11,2005-04-11
"CosmoCom, Inc.",Chat|Contact Centers|Customer Service|Public Relations," 15,300,000 ",operating,USA,NY,Long Island,Melville,1,1996,1999-11-02,1999-11-02
Courion Corporation,Software," 9,840,000 ",operating,USA,MA,Worcester,Westborough,3,1996,2003-01-29,2012-04-10
Cricket Media,Education|Enterprise Software," 56,309,183 ",ipo,USA,VA,"Washington, D.C.",Herndon,4,1996,2006-12-01,2011-07-26
CSS Corp,Consulting|Outsourcing|RIM|Web Design," 47,000,000 ",operating,USA,CA,SF Bay Area,San Jose,2,1996,2006-01-01,2007-04-17
CustomMade,E-Commerce," 25,650,000 ",operating,USA,MA,Boston,Cambridge,5,1996,2009-01-01,2013-06-11
Cytori Therapeutics,Biotechnology," 54,751,700 ",ipo,USA,CA,San Diego,San Diego,4,1996,2009-06-30,2014-10-08
DemandPoint,Consulting," 1,507,989 ",operating,USA,CO,Denver,Englewood,2,1996,2005-02-09,2010-05-06
DermTech International,Biotechnology," 23,514,640 ",operating,USA,CA,San Diego,La Jolla,4,1996,2008-03-24,2015-11-13
DMOD,Intellectual Asset Management," 5,000,000 ",operating,USA,MA,Boston,Allston,1,1996,2002-12-09,2002-12-09
Dolphin Digital Media,Games," 3,000,000 ",operating,USA,FL,Miami,Miami,1,1996,2010-05-03,2010-05-03
Easy Metrics,Software," 8,362,387 ",operating,USA,WA,Seattle,Kent,3,1996,2013-09-11,2015-06-09
ECNext,Analytics," 6,500,000 ",operating,USA,OH,"Columbus, Ohio",Westerville,2,1996,2001-10-26,2005-09-16
EcoSMART Technologies,Clean Technology," 15,021,489 ",operating,USA,GA,Atlanta,Alpharetta,4,1996,2008-06-10,2013-02-01
Electronic Commerce,Software," 40,000,000 ",operating,USA,IN,South Bend,Elkhart,1,1996,2015-06-04,2015-06-04
Elite Pharmaceuticals,Biotechnology," 2,005,038 ",ipo,USA,NJ,Newark,Northvale,3,1996,2009-06-12,2014-04-15
eMagin,Displays|Entertainment|Law Enforcement|Medical|Technology|Video," 5,733,000 ",operating,USA,WA,Seattle,Bellevue,1,1996,2009-01-06,2009-01-06
eMarketer,Advertising|Business Intelligence|E-Commerce|Market Research|Media|Mobile|Social Media," 25,000,000 ",operating,USA,NY,New York City,New York,1,1996,2012-01-11,2012-01-11
Endocyte,Biotechnology|Health Care," 94,100,000 ",ipo,USA,IN,Indianapolis,West Lafayette,5,1996,2006-11-13,2010-12-27
e-StudioLive,Web Development," 2,500,000 ",operating,USA,MA,Boston,Tewksbury,1,1996,2001-10-16,2001-10-16
EVOFEM,Health and Wellness," 25,000,000 ",operating,USA,CA,San Diego,San Diego,1,1996,2009-12-08,2009-12-08
"Experience, Inc.",Curated Web," 4,400,000 ",operating,USA,CO,Denver,Boulder,1,1996,2009-07-10,2009-07-10
FemmePharma Global Healthcare,Health and Wellness," 2,030,580 ",operating,USA,PA,Philadelphia,Wayne,2,1996,2010-04-14,2011-11-01
FilmTrack,Cloud Computing|Content Delivery|Digital Rights Management|Intellectual Asset Management," 40,000,000 ",operating,USA,CA,Los Angeles,Studio City,3,1996,2013-08-26,2015-10-07
FishNet Security,Security," 12,000,000 ",operating,USA,KS,Kansas City,Overland Park,1,1996,2005-01-05,2005-01-05
Focus Ventures,," 3,214,323 ",ipo,USA,CA,SF Bay Area,Palo Alto,1,1996,2015-06-04,2015-06-04
FriendFinder Networks,Games|Services|Social Network Media," 551,200,000 ",ipo,USA,FL,Palm Beaches,Boca Raton,1,1996,2010-10-28,2010-10-28
Galil Medical,Health Care," 52,000,000 ",operating,USA,MN,Minneapolis,Saint Paul,1,1996,2006-12-11,2006-12-11
GenArts,Graphics|Software," 22,400,000 ",operating,USA,MA,Boston,Cambridge,2,1996,2008-01-01,2008-07-17
GlobalServe,Finance|FinTech," 8,220,000 ",operating,USA,NY,NY - Other,Valhalla,2,1996,2007-07-12,2013-01-13
GraphOn,Software," 7,100,000 ",operating,USA,CA,SF Bay Area,Santa Cruz,1,1996,2011-09-02,2011-09-02
Grocery Shopping Network,Software," 8,050,000 ",operating,USA,MN,Minneapolis,Minneapolis,1,1996,2007-08-30,2007-08-30
Health Essentials,Biotechnology," 1,006,102 ",operating,USA,CA,"Orange County, California",Santa Ana,2,1996,2012-10-25,2013-08-02
Health Integrated,Biotechnology," 8,193,628 ",operating,USA,FL,Tampa,Tampa,5,1996,2003-01-01,2014-06-11
Highmark Health,Health and Wellness," 2,300,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,1,1996,2014-08-07,2014-08-07
Hostmonster,Web Hosting," 1,262,520 ",operating,USA,UT,Salt Lake City,Provo,6,1996,2009-11-25,2011-01-06
Inotek Pharmaceuticals,Biotechnology," 69,900,000 ",ipo,USA,MA,Boston,Lexington,4,1996,2004-04-14,2013-09-27
Intranets.com,," 20,000,000 ",operating,USA,MA,Boston,Woburn,1,1996,1999-11-29,1999-11-29
Inxight,Software," 22,000,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,1996,2002-10-02,2002-10-02
iPrint,E-Commerce," 30,800,000 ",operating,USA,CA,SF Bay Area,Redwood City,3,1996,1997-11-10,1999-10-13
Johns Hopkins University School of Medicine,Hospitality," 5,800,000 ",operating,USA,MD,Baltimore,Baltimore,1,1996,2013-08-06,2013-08-06
Juniper Networks,Communications Hardware|Security|Technology," 120,607,339 ",ipo,USA,CA,SF Bay Area,Sunnyvale,2,1996,2012-12-27,2014-01-22
Kaon Interactive,App Marketing|B2B|Computers|Software," 6,400,000 ",operating,USA,MA,Boston,Maynard,1,1996,2002-01-15,2002-01-15
KBI Biopharma,Biotechnology," 9,600,000 ",operating,USA,NC,Raleigh,Durham,1,1996,2009-09-22,2009-09-22
Liquiteria,Consumer Goods|Productivity," 4,826,339 ",operating,USA,NY,New York City,New York,1,1996,2014-05-21,2014-05-21
LSQ Funding Group,Finance|Security," 140,000,000 ",operating,USA,FL,Orlando,Maitland,2,1996,2015-04-15,2015-07-06
Massana,Semiconductors|Services," 16,500,000 ",operating,USA,CA,SF Bay Area,Palo Alto,1,1996,2000-10-20,2000-10-20
Mass Appeal,News," 1,200,000 ",operating,USA,NY,New York City,New York,1,1996,2013-05-01,2013-05-01
MEDSEEK,Software," 5,600,003 ",operating,USA,AL,Birmingham,Birmingham,2,1996,2009-06-02,2012-03-07
Metrolight,Clean Technology," 16,000,000 ",operating,USA,TN,Nashville,Franklin,3,1996,2007-08-16,2011-12-01
Mindshare Technologies,Automotive|Beauty|Enterprise Software|Finance|FinTech|Hospitality|Restaurants|Retail|Travel," 20,000,000 ",operating,USA,UT,Salt Lake City,Salt Lake City,1,1996,2011-10-04,2011-10-04
Nanochip,Hardware|Semiconductors," 48,800,000 ",operating,USA,CA,SF Bay Area,Fremont,3,1996,2004-03-08,2008-01-22
Need Supply,Fashion," 3,300,000 ",operating,USA,VA,Richmond,Richmond,1,1996,2015-08-28,2015-08-28
Ness Clothing,Fashion," 3,715,648 ",operating,USA,IN,IN - Other,Scotland,1,1996,2015-04-08,2015-04-08
NETGEAR,Hardware + Software|Telecommunications," 98,000,000 ",ipo,USA,CA,SF Bay Area,San Jose,1,1996,2003-08-01,2003-08-01
NetSol Technologies,Finance|FinTech," 4,000,000 ",ipo,USA,CA,Los Angeles,Calabasas,1,1996,2011-09-14,2011-09-14
NeuralStem,Biotechnology," 3,278,000 ",operating,USA,MD,"Washington, D.C.",Rockville,2,1996,2010-01-05,2013-04-10
NeuroMetrix,Health Care," 33,380,003 ",ipo,USA,MA,Boston,Waltham,2,1996,2009-09-22,2015-05-29
NextCapital,Advice|Finance|Retirement|Software," 6,300,000 ",operating,USA,IL,Chicago,Chicago,1,1996,2014-09-02,2014-09-02
Noteworthy Medical Systems,Software," 4,000,000 ",operating,USA,OH,Cleveland,Cleveland,1,1996,2009-08-14,2009-08-14
Novatel Wireless,Mobile," 14,411,764 ",ipo,USA,CA,San Diego,San Diego,1,1996,2014-09-18,2014-09-18
Numecent,Enterprise Software," 31,100,000 ",operating,USA,CA,Anaheim,Irvine,3,1996,2012-02-01,2015-11-17
Optimatics,Software," 4,500,000 ",operating,USA,KS,Kansas City,Overland Park,1,1996,2014-12-03,2014-12-03
oragenics,Biotechnology," 34,473,197 ",operating,USA,FL,Tampa,Tampa,6,1996,2010-01-13,2013-10-15
Origene Technologies,Biotechnology," 69,551,983 ",operating,USA,MD,"Washington, D.C.",Rockville,5,1996,2010-03-24,2015-06-09
Pathfire,Games," 2,000,000 ",operating,USA,GA,Atlanta,Roswell,1,1996,2007-01-03,2007-01-03
PathGroup,Biotechnology|Health Diagnostics," 19,500,000 ",operating,USA,TN,Nashville,Brentwood,1,1996,2010-01-12,2010-01-12
Phytel,Software," 22,498,160 ",operating,USA,TX,Dallas,Dallas,3,1996,2010-01-09,2013-08-20
Phytomedics,Biotechnology|Manufacturing|Technology," 16,500,000 ",operating,USA,NJ,NJ - Other,Dayton,2,1996,2004-01-20,2007-06-11
POINT Biomedical,Biotechnology|Health and Wellness|Health Care|Medical|Pharmaceuticals," 29,300,000 ",operating,USA,CA,SF Bay Area,San Carlos,2,1996,2007-07-09,2008-01-01
Potbelly Sandwich Works,Hospitality|Restaurants," 58,000,000 ",ipo,USA,IL,Chicago,Chicago,1,1996,2006-06-12,2006-06-12
PowerFile,Web Hosting," 31,720,203 ",operating,USA,CA,SF Bay Area,Foster City,3,1996,2006-01-16,2009-11-06
POZEN,Pharmaceuticals," 350,000,000 ",ipo,USA,NC,Raleigh,Chapel Hill,1,1996,2015-06-08,2015-06-08
Prime Health Services,Health and Wellness," 8,000,000 ",operating,USA,TN,Nashville,Brentwood,1,1996,2014-03-20,2014-03-20
ProteoTech,Biotechnology|Health Diagnostics," 10,540,779 ",operating,USA,WA,Seattle,Kirkland,2,1996,2009-04-28,2011-06-28
Purfresh,Clean Technology," 65,700,000 ",operating,USA,CA,SF Bay Area,Menlo Park,11,1996,2005-04-26,2013-04-01
Qteros,Clean Technology," 54,000,000 ",operating,USA,MA,Boston,Marlborough,4,1996,2007-08-14,2014-12-05
Quisic,Education," 51,500,000 ",operating,USA,CA,Los Angeles,Los Angeles,2,1996,2000-04-29,2001-05-09
RailRunner,Public Transportation," 6,082,611 ",operating,USA,MA,Boston,Lexington,1,1996,2014-01-06,2014-01-06
Redapt,Cloud Computing|Data Center Infrastructure|Web Hosting," 40,000,000 ",operating,USA,WA,Seattle,Redmond,1,1996,2012-03-14,2012-03-14
redIT,Software," 72,000,000 ",operating,USA,CA,San Diego,San Diego,1,1996,2013-08-21,2013-08-21
Relay Ventures,," 15,000,000 ",operating,USA,CA,SF Bay Area,Menlo Park,1,1996,2014-12-23,2014-12-23
Renewable Energy Group,Chemicals|Clean Technology," 198,730,677 ",ipo,USA,IA,Des Moines,Ames,1,1996,2008-06-27,2008-06-27
Replicon,Enterprise Software," 20,000,000 ",operating,USA,CA,SF Bay Area,Redwood City,1,1996,2013-06-28,2013-06-28
ReVision Optics,Biotechnology," 129,999,998 ",operating,USA,CA,Anaheim,Lake Forest,4,1996,2007-04-30,2013-07-29
Revolutions Medical,Health and Wellness," 1,818,000 ",operating,USA,SC,"Charleston, South Carolina",Charleston,2,1996,2009-11-05,2011-03-25
RewardsPlus,Professional Services|Technology|Web Hosting," 10,800,000 ",operating,USA,MD,Baltimore,Hunt Valley,1,1996,2005-01-19,2005-01-19
Rigel Pharmaceuticals,Biotechnology," 176,000,000 ",ipo,USA,CA,SF Bay Area,South San Francisco,2,1996,2003-06-27,2011-05-27
Sage Telecom,Internet|Mobile|Telecommunications," 30,000,000 ",operating,USA,TX,Dallas,Richardson,1,1996,2002-10-31,2002-10-31
Selectica,Software," 34,245,892 ",ipo,USA,CA,SF Bay Area,San Mateo,4,1996,2013-06-05,2015-02-10
Senseonics,Medical Devices," 40,299,989 ",operating,USA,MD,"Washington, D.C.",Germantown,4,1996,2014-04-19,2015-08-11
Sensics,Software," 3,039,567 ",operating,USA,MD,Baltimore,Columbia,7,1996,2005-01-01,2015-08-05
SensorTran,Electronics|Energy|Manufacturing," 18,400,000 ",operating,USA,TX,Austin,Austin,4,1996,2006-08-10,2010-11-19
Shoes.com,E-Commerce|Shoes," 45,000,000 ",operating,USA,WA,Seattle,Seattle,1,1996,2015-05-20,2015-05-20
Skyfiber,Internet|Web Hosting|Wireless," 30,000,000 ",operating,USA,TX,TX - Other,Bryan,1,1996,2009-03-27,2009-03-27
sliceX,Enterprise Software," 15,000,000 ",operating,USA,CA,SF Bay Area,San Jose,1,1996,2008-08-08,2008-08-08
Smartvue,Enterprise Software," 22,357,298 ",operating,USA,TN,Nashville,Nashville,5,1996,2010-02-09,2015-05-18
Smisson-Cartledge Biomedical,Biotechnology," 3,432,992 ",operating,USA,GA,Macon,Macon,4,1996,2010-12-16,2012-07-27
Sonics,Semiconductors," 12,000,000 ",operating,USA,CA,SF Bay Area,Milpitas,1,1996,2005-12-07,2005-12-07
SRC Computers,Software," 17,000,000 ",operating,USA,CO,Colorado Springs,Colorado Springs,2,1996,2013-09-23,2013-10-08
Stratfor,Games," 12,000,000 ",operating,USA,TX,Austin,Austin,1,1996,2015-10-22,2015-10-22
Supplyworks,Hardware|Manufacturing|Security," 3,000,000 ",operating,USA,MA,Boston,Bedford,1,1996,2003-04-02,2003-04-02
Tang Wind Energy,Clean Technology," 6,800,000 ",operating,USA,TX,Dallas,Dallas,1,1996,2008-04-16,2008-04-16
Telarix,Software," 29,500,000 ",operating,USA,VA,"Washington, D.C.",Vienna,3,1996,2005-04-26,2010-03-30
TelOptica,Optical Communications," 15,200,000 ",operating,USA,TX,Dallas,Richardson,1,1996,2001-06-06,2001-06-06
The Better Software Company,Software," 2,100,000 ",operating,USA,NY,New York City,New York,2,1996,2015-09-14,2015-11-10
Theravance,Biotechnology|Health Care," 129,375,000 ",ipo,USA,CA,SF Bay Area,South San Francisco,1,1996,2010-11-29,2010-11-29
TheStreet,Finance," 3,100,000 ",ipo,USA,NY,New York City,New York,1,1996,2010-01-13,2010-01-13
Thrupoint,Software," 6,429,018 ",operating,USA,NY,New York City,New York,2,1996,2012-01-04,2012-12-27
Tilson,Software," 2,900,000 ",operating,USA,ME,"Portland, Maine",Portland,2,1996,2013-11-27,2015-01-06
Vault.com,Curated Web|Marketplaces," 9,000,000 ",operating,USA,NY,New York City,New York,2,1996,1999-05-28,1999-10-13
Virtusa,Technology," 20,000,000 ",ipo,USA,MA,Worcester,Westborough,1,1996,2004-04-29,2004-04-29
Visto,Mobile," 221,400,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,6,1996,2003-06-23,2011-01-01
Visual Mining,Business Intelligence|Data Visualization|Software|Web Development," 4,000,000 ",operating,USA,MD,"Washington, D.C.",Rockville,1,1996,1997-12-19,1997-12-19
VSoft,Finance," 10,000,000 ",operating,USA,GA,Atlanta,Duluth,1,1996,2007-06-11,2007-06-11
