name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Cutting Edge Information,Biotechnology,"15,800,000",operating,USA,NC,Raleigh,Durham,1,2002,25/06/07,25/06/07,,,2002
Datacraft Solutions,Health and Wellness|Manufacturing|SaaS|Software|Supply Chain Management,"4,000,000",operating,USA,NC,Raleigh,Durham,1,2002,14/05/07,14/05/07,,,2002
Decision Lens,Collaboration|Real Time|Software,"6,900,000",operating,USA,VA,"Washington, D.C.",Arlington,3,2002,13/05/14,25/07/14,,,2002
DerbySoft,Hotels|Information Technology|Internet|Tourism,"30,500,000",operating,USA,TX,Dallas,Dallas,4,2002,01/11/06,01/04/14,,,2002
Digital Folio,Comparison Shopping|Enterprise Software|Mobile Shopping|Online Shopping,"1,200,000",operating,USA,CO,Denver,Greenwood Village,1,2002,02/11/11,02/11/11,,,2002
"Digital Management, Inc.",Enterprise Software,"4,243,914",operating,USA,MD,"Washington, D.C.",Bethesda,3,2002,14/10/10,03/06/13,,,2002
Digital Orchid,E-Commerce,"19,903,476",operating,USA,CA,San Diego,San Diego,4,2002,13/02/06,08/08/11,,,2002
Digital Path,Web Hosting,"7,060,006",operating,USA,CA,Sacramento Valley,Chico,3,2002,04/06/03,06/01/12,,,2002
Dtex Systems,Security|Software,"15,000,000",operating,USA,CA,SF Bay Area,San Jose,1,2002,25/02/15,25/02/15,,,2002
Dust Networks,Mobile,"29,000,000",operating,USA,CA,SF Bay Area,Hayward,2,2002,18/02/04,03/02/05,,,2002
Dynamic Payment Ventures,,"3,000,000",operating,USA,TX,Dallas,Plano,1,2002,27/05/05,27/05/05,,,2002
Edgewater Networks,Communications Hardware|VoIP|Web Hosting,"16,753,940",operating,USA,CA,SF Bay Area,San Jose,4,2002,05/06/09,14/05/15,,,2002
eFolder,Business Services|Cloud Computing|Flash Storage|Homeland Security|Storage|Virtualization,"26,000,002",operating,USA,GA,Atlanta,Atlanta,1,2002,30/09/13,30/09/13,,,2002
EGEN,Biotechnology,"23,417,332",operating,USA,AL,Huntsville,Huntsville,3,2002,04/08/08,25/10/13,,,2002
ELD Properties,Real Estate,"8,000,000",operating,USA,NY,New York City,New Rochelle,1,2002,16/11/14,16/11/14,,,2002
Elemental Cyber Security,Security,"11,000,000",operating,USA,NV,Las Vegas,Las Vegas,1,2002,20/06/05,20/06/05,,,2002
EndoGastric Solutions,Health Care,"247,545,839",operating,USA,CA,SF Bay Area,San Mateo,17,2002,04/06/03,01/12/15,,,2002
Entegrion,Biotechnology,"2,583,702",operating,USA,NC,Raleigh,Raleigh,4,2002,18/10/09,06/11/15,,,2002
EnteroMedics,Biotechnology,"31,896,351",ipo,USA,MN,Minneapolis,Saint Paul,3,2002,01/07/04,08/07/15,,,2002
EQIS,Financial Services,"6,210,000",operating,USA,CA,SF Bay Area,San Rafael,1,2002,17/07/15,17/07/15,,,2002
Equity Administration Solutions,Software,"9,235,625",operating,USA,CA,SF Bay Area,Pleasanton,3,2002,19/10/11,14/07/14,,,2002
Everbridge,Software,"10,925,000",operating,USA,CA,Los Angeles,Glendale,5,2002,19/04/09,12/01/15,,,2002
Everyday Health,Business Services|Health and Wellness,"84,728,588",ipo,USA,NY,New York City,New York,8,2002,03/03/03,01/10/13,,,2002
Everypoint,Mobile,"14,000,000",operating,USA,MA,Boston,Boston,2,2002,30/06/05,15/03/06,,,2002
EveryScape,Curated Web,"17,500,000",operating,USA,MA,Boston,Newton,3,2002,01/01/05,18/02/10,,,2002
Exagen Diagnostics,Biotechnology|Health Diagnostics,"138,845,088",operating,USA,NM,Albuquerque,Albuquerque,18,2002,14/01/04,06/07/15,,,2002
ExaGrid Systems,Enterprise Software,"77,717,024",operating,USA,MA,Worcester,Westborough,6,2002,30/04/03,16/02/11,,,2002
Exajoule,Clean Energy|Energy|Hardware + Software|Technology,"2,500,000",operating,USA,CA,SF Bay Area,Palo Alto,2,2002,01/09/02,01/04/04,,,2002
Exavio,Games,"10,000,000",operating,USA,CA,SF Bay Area,Santa Clara,2,2002,01/01/05,01/05/06,,,2002
Exinda,Optimization|Software,"25,000,000",operating,USA,MT,Helena,Toston,4,2002,22/05/04,03/07/13,,,2002
Fabric7 Systems,Web Hosting,"32,340,000",operating,USA,CA,SF Bay Area,Mountain View,2,2002,02/04/03,13/12/05,,,2002
Fashion To Figure,Fashion,"2,083,635",operating,USA,NY,New York City,New York,1,2002,06/07/11,06/07/11,,,2002
Five Prime Therapeutics,Biotechnology|Health and Wellness|Health Care,"145,540,487",ipo,USA,CA,SF Bay Area,San Francisco,6,2002,08/02/05,26/03/14,,,2002
Fixstars,Linux|Optimization|Software,"1,770,455",operating,USA,CA,SF Bay Area,Sunnyvale,1,2002,01/01/03,01/01/03,,,2002
Fluidnet,Health Care,"35,772,451",operating,USA,MA,Boston,Amesbury,3,2002,05/04/10,16/08/11,,,2002
Freedom Financial Network,Finance Technology|FinTech|Local Businesses,"235,000,000",operating,USA,CA,SF Bay Area,San Mateo,2,2002,11/12/13,05/05/14,,,2002
Fresh Direct,E-Commerce|Groceries|Online Shopping|Organic Food,"90,999,999",operating,USA,NY,New York City,Long Island City,3,2002,01/10/03,02/04/14,,,2002
Fulcrum Pharmaceuticals,Health Care|Medical|Pharmaceuticals,"8,000,000",operating,USA,NV,Las Vegas,Henderson,1,2002,24/06/04,24/06/04,,,2002
Funtigo Corporation,Photography,"4,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2002,19/06/06,19/06/06,,,2002
Gaia Power Technologies,Hardware + Software,"5,150,000",operating,USA,NY,New York City,New York,2,2002,24/10/05,12/03/07,,,2002
GameFly,Games,"10,748,830",operating,USA,CA,Los Angeles,Los Angeles,2,2002,01/04/03,01/01/04,,,2002
Gehry Technologies,Consulting,"24,699,999",operating,USA,CA,Los Angeles,Los Angeles,3,2002,31/12/10,06/12/11,,,2002
Giggle,Baby Accessories|E-Commerce|Kids|Retail,"39,379,891",operating,USA,NY,New York City,New York,5,2002,06/10/10,26/03/15,,,2002
Goldstar Events,Entertainment,"20,329,804",operating,USA,CA,Los Angeles,Pasadena,1,2002,23/11/15,23/11/15,,,2002
Grenax Broadcasting,Broadcasting,"3,100,000",operating,USA,MI,Flint,Mount Pleasant,1,2002,13/11/03,13/11/03,,,2002
GT Urological,Biotechnology,"9,557,542",operating,USA,MN,Minneapolis,Minneapolis,2,2002,16/12/10,02/10/14,,,2002
Hamilton Thorne,Hardware + Software,"7,088,292",operating,USA,MA,Boston,Beverly,5,2002,28/10/09,24/06/15,,,2002
Hansen Medical,Health Care,"115,971,247",ipo,USA,CA,SF Bay Area,Mountain View,5,2002,08/12/11,25/03/15,,,2002
Hayneedle,E-Commerce|Lifestyle|Retail,"22,000,000",operating,USA,NE,Omaha,Omaha,3,2002,01/01/03,01/09/14,,,2002
HealthEquity,Health and Wellness,"12,500,000",ipo,USA,UT,Salt Lake City,Draper,1,2002,09/09/11,09/09/11,,,2002
Healthline Networks,Doctors|Health and Wellness|Health Care|Information Technology|Medical|Search,"63,500,002",operating,USA,CA,SF Bay Area,San Francisco,5,2002,01/01/06,09/05/14,,,2002
HedgeCo,Advertising|Consulting|Curated Web|Finance|Hedge Funds|Internet|Investment Management,"3,000,000",operating,USA,FL,Palm Beaches,West Palm Beach,2,2002,10/04/08,16/10/13,,,2002
Highwinds,Content Delivery|Software,"310,000,000",operating,USA,FL,Orlando,Winter Park,3,2002,11/03/08,08/08/13,,,2002
Hospitalists Now,Hospitality,"2,500,000",operating,USA,TX,Austin,Austin,1,2002,12/02/13,12/02/13,,,2002
Hunite,Software,"2,710,014",operating,USA,CA,SF Bay Area,Palo Alto,1,2002,21/01/14,21/01/14,,,2002
HydroPoint Data Systems,Agriculture|Analytics|Water,"40,094,161",operating,USA,CA,Napa Valley,Petaluma,4,2002,11/11/04,14/12/12,,,2002
Iconic Therapeutics,Biotechnology,"28,391,902",operating,USA,GA,Atlanta,Atlanta,5,2002,29/12/04,16/04/14,,,2002
ID Theft Solutions of America,Security,"1,100,000",operating,USA,TX,Austin,Austin,1,2002,13/07/12,13/07/12,,,2002
Imperva,Security|Software,"49,000,000",ipo,USA,CA,SF Bay Area,Redwood City,3,2002,03/06/03,08/04/08,,,2002
Imprivata,Security,"23,910,000",ipo,USA,MA,Boston,Lexington,2,2002,06/02/06,08/04/08,,,2002
InnerWorkings,Outsourcing|Software,"12,960,000",ipo,USA,CA,SF Bay Area,San Francisco,2,2002,18/04/05,03/02/08,,,2002
Inova Labs,Health Care|Health Services Industry|Medical Devices,"38,065,772",operating,USA,TX,Austin,Austin,4,2002,21/09/09,15/12/14,,,2002
INRange Systems,Biotechnology,"7,123,470",operating,USA,PA,PA - Other,Altoona,1,2002,18/01/15,18/01/15,,,2002
Insight Energy,Energy|Oil|Utilities,"100,000,000",operating,USA,WA,Seattle,Bainbridge Island,1,2002,24/09/02,24/09/02,,,2002
Insite Software,Software,"16,815,000",operating,USA,MN,Minneapolis,Minneapolis,1,2002,28/01/15,28/01/15,,,2002
Integrated biometrics,Homeland Security|Identity Management,"2,753,001",operating,USA,SC,Greenville - Spartanburg,Spartanburg,6,2002,19/09/11,06/11/15,,,2002
Integrys AssetPoint,Business Services|Productivity Software|Software,"5,500,000",operating,USA,SC,Greenville - Spartanburg,Greenville,1,2002,06/03/08,06/03/08,,,2002
InteliSecure,Software,"8,124,302",operating,USA,CO,Denver,Greenwood Village,1,2002,29/10/15,29/10/15,,,2002
Intercept Pharmaceuticals,Biotechnology|Health Care,"418,400,000",ipo,USA,NY,New York City,New York,4,2002,29/07/08,01/04/15,,,2002
InTouch Health,Medical Devices,"10,100,000",operating,USA,CA,Santa Barbara,Santa Barbara,4,2002,17/03/03,03/04/10,,,2002
InTouch Technologies,Health Care,"24,100,000",operating,USA,CA,Santa Barbara,Santa Barbara,3,2002,01/09/05,02/02/12,,,2002
Intra-Cellular Therapies,Biotechnology,"75,289,893",operating,USA,NY,New York City,New York,2,2002,17/05/13,01/09/13,,,2002
Intuity Medical,Health Care|Medical Devices,"124,402,778",operating,USA,CA,SF Bay Area,Sunnyvale,10,2002,05/01/10,10/07/15,,,2002
Inventables,E-Commerce|Marketplaces,"10,000,000",operating,USA,IL,Chicago,Chicago,3,2002,27/01/10,06/10/15,,,2002
Invoice2go,Mobile|Software|Technology,"50,000,000",operating,USA,CA,SF Bay Area,Redwood City,3,2002,01/04/14,03/11/15,,,2002
iXsystems,Manufacturing,"2,000,000",operating,USA,CA,SF Bay Area,San Jose,1,2002,04/09/09,04/09/09,,,2002
"Izenda, Inc.",Big Data Analytics|Cloud Data Services|Data Visualization|Software,"3,000,000",operating,USA,GA,Atlanta,Atlanta,1,2002,08/08/14,08/08/14,,,2002
JAMF Software,Software,"30,000,000",operating,USA,MN,Minneapolis,Minneapolis,1,2002,09/12/13,09/12/13,,,2002
Jazz Semiconductor,Optical Communications|Semiconductors|Wireless,"60,000,000",operating,USA,CA,Anaheim,Newport Beach,1,2002,30/09/02,30/09/02,,,2002
Junction Solutions,Software,"7,500,000",operating,USA,CO,Denver,Englewood,1,2002,15/01/07,15/01/07,,,2002
KeyOn Communications Holdings,Public Relations,"20,400,000",operating,USA,NE,Omaha,Omaha,4,2002,14/10/09,30/06/11,,,2002
KlickEx,Finance|Payments,"1,830,000",operating,USA,CA,SF Bay Area,San Francisco,4,2002,01/09/11,31/12/13,,,2002
Kozio,Software,"4,236,634",operating,USA,CO,Denver,Longmont,5,2002,04/05/09,07/02/13,,,2002
Kryptiq,Software,"22,470,000",operating,USA,OR,"Portland, Oregon",Beaverton,3,2002,29/08/03,30/11/10,,,2002
Kurtosys,Finance Technology|Software,"26,550,000",operating,USA,NY,New York City,New York,6,2002,01/01/06,19/12/13,,,2002
Leostream,Software,"5,000,000",operating,USA,MA,Boston,Waltham,2,2002,05/05/08,23/11/09,,,2002
Lightwaves,Hardware + Software,"1,500,000",operating,USA,IA,Cedar Rapids,Cedar Rapids,1,2002,15/10/09,15/10/09,,,2002
Lilliputian Systems,Energy|Hardware + Software|Mobile,"103,350,000",operating,USA,MA,Boston,Wilmington,6,2002,13/12/07,14/09/12,,,2002
Lineagen,Biotechnology,"60,964,064",operating,USA,UT,Salt Lake City,Salt Lake City,7,2002,31/12/08,26/01/15,,,2002
Living Independently Group,Assisted Living|Elder Care|Health Care,"8,498,347",operating,USA,NY,New York City,New York,1,2002,12/09/08,12/09/08,,,2002
LLamasoft,Software|Supply Chain Management,"56,100,000",operating,USA,MI,Detroit,Ann Arbor,2,2002,30/10/12,29/09/15,,,2002
Local Matters,Local Search|Real Estate|Social Search,"35,000,000",operating,USA,CO,Denver,Denver,2,2002,31/05/05,01/11/05,,,2002
Luminescent Technologies,Semiconductors,"9,000,000",operating,USA,CA,SF Bay Area,Palo Alto,1,2002,13/06/07,13/06/07,,,2002
Lyncean Technologies,Biotechnology,"5,355,749",operating,USA,CA,SF Bay Area,Palo Alto,4,2002,11/05/11,23/11/15,,,2002
Major League Gaming,Games,"69,000,000",operating,USA,NY,New York City,New York,6,2002,01/02/06,13/03/12,,,2002
Mangrove Systems,Web Hosting,"33,000,000",operating,USA,CT,Hartford,Wallingford,2,2002,17/04/03,11/08/06,,,2002
Market6,Analytics,"5,500,000",operating,USA,IL,Chicago,Deerfield,1,2002,06/06/06,06/06/06,,,2002
Matchbin,Curated Web|Media|Web Hosting,"10,091,372",operating,USA,UT,Salt Lake City,Bountiful,4,2002,01/05/08,27/10/11,,,2002
MedAvante,Pharmaceuticals,"22,000,039",operating,USA,NJ,Newark,Hackensack,2,2002,02/07/08,28/07/15,,,2002
Mediant Communications,Finance,"10,300,000",operating,USA,NY,New York City,New York,2,2002,07/01/14,02/09/14,,,2002
MediGain,Health Care,"40,257,500",operating,USA,TX,Dallas,Plano,2,2002,08/01/13,24/10/14,,,2002
MediQuest Therapeutics,Biotechnology|Health Care|Therapeutics,"43,654,112",operating,USA,WA,Seattle,Bothell,4,2002,15/06/06,26/10/10,,,2002
Medsphere Systems,Software,"39,252,578",operating,USA,CA,San Diego,Carlsbad,6,2002,27/01/05,09/06/15,,,2002
Meetup,Communities|Social Media,"18,300,000",operating,USA,NY,New York City,New York,5,2002,01/12/02,19/02/14,,,2002
MicroGREEN Polymers,Clean Technology,"51,414,039",operating,USA,WA,Seattle,Arlington,5,2002,22/03/10,08/07/14,,,2002
Mobileum,Mobile,"14,000,000",operating,USA,CA,SF Bay Area,San Jose,2,2002,15/10/05,09/06/08,,,2002
Motus Corporation,Software,"2,329,837",operating,USA,MA,Boston,Cambridge,2,2002,26/07/02,13/07/09,,,2002
"Moz, Inc.",Search|Semantic Search|SEO|Software,"19,250,000",operating,USA,WA,Seattle,Seattle,2,2002,01/09/07,01/05/12,,,2002
MyLife,Internet|Messaging|Networking|Online Identity|Privacy|Search|Social Search,"26,370,000",operating,USA,CA,Los Angeles,Los Angeles,2,2002,01/01/06,01/04/07,,,2002
NanoDynamics,Hardware + Software,"16,125,150",operating,USA,NY,Buffalo,Buffalo,2,2002,27/07/04,14/04/09,,,2002
NanoHorizons,Biotechnology,"8,801,767",operating,USA,PA,PA - Other,Bellefonte,2,2002,04/06/08,05/01/11,,,2002
Nanomech,Nanotechnology,"22,639,501",operating,USA,AR,Fayetteville,Fayetteville,3,2002,27/10/11,17/09/14,,,2002
Nanosolar,Clean Technology|Nanotechnology,"540,000,000",operating,USA,CA,SF Bay Area,San Jose,7,2002,24/06/03,01/06/12,,,2002
Nanospectra Biosciences,Health Care,"2,197,973",operating,USA,TX,Houston,Houston,3,2002,16/11/10,08/09/14,,,2002
NanoSteel,Browser Extensions|Nanotechnology,"35,000,000",operating,USA,RI,Providence,Providence,3,2002,21/08/09,06/08/12,,,2002
Nativis,Biotechnology,"9,886,414",operating,USA,WA,Seattle,Seattle,2,2002,10/02/14,23/06/15,,,2002
Natrogen Therapeutics,Biotechnology,"1,400,000",operating,USA,NY,New York City,New York,1,2002,05/04/10,05/04/10,,,2002
NDI Medical,Health Care,"22,108,725",operating,USA,OH,Cleveland,Cleveland,2,2002,12/05/09,01/02/11,,,2002
NEMO Equipment,Adventure Travel|Sports|Travel,"8,000,000",operating,USA,NH,"Manchester, New Hampshire",Dover,2,2002,09/02/12,15/01/15,,,2002
Netuitive,Software,"29,500,000",operating,USA,VA,"Washington, D.C.",Reston,4,2002,18/05/05,30/09/14,,,2002
Neumont University,,"13,000,000",operating,USA,UT,Salt Lake City,South Jordan,1,2002,01/04/03,01/04/03,,,2002
Neuralieve,Health Care,"8,623,022",operating,USA,CA,SF Bay Area,Sunnyvale,4,2002,11/01/10,13/12/12,,,2002
NexBio,Biotechnology,"14,900,000",operating,USA,CA,San Diego,San Diego,2,2002,10/11/11,29/05/13,,,2002
NexGen Medical Systems,Biotechnology,"1,540,000",operating,USA,FL,Florida's Space Coast,Melbourne Beach,3,2002,11/01/11,13/07/12,,,2002
NOBLE PEAK VISION,Hardware + Software,"2,000,000",operating,USA,MA,Boston,Wakefield,1,2002,18/12/09,18/12/09,,,2002
OCZ Technology,Enterprise Software,"82,269,487",operating,USA,CA,SF Bay Area,San Jose,4,2002,06/04/10,30/08/13,,,2002
ODIN,Health Care|Social Media|Software,"3,060,000",operating,USA,VA,"Washington, D.C.",Ashburn,2,2002,21/01/11,01/10/11,,,2002
OnePIN,Software,"14,965,000",operating,USA,MA,Worcester,Westborough,7,2002,07/06/07,03/02/14,,,2002
Onward Healthcare,Application Platforms|Service Providers|Travel,"50,000,000",operating,USA,CT,Hartford,Wilton,1,2002,30/09/02,30/09/02,,,2002
OpenPeak,Hardware + Software,"216,973,367",operating,USA,FL,Palm Beaches,Boca Raton,7,2002,14/11/07,21/01/15,,,2002
OpGen,Analytics|Biotechnology,"86,526,744",ipo,USA,MD,"Washington, D.C.",Gaithersburg,11,2002,27/01/05,14/07/15,,,2002
OpSource,Cloud Computing|Cloud Security|IaaS|Networking|PaaS|SaaS|Web Hosting,"49,000,000",operating,USA,CA,SF Bay Area,Santa Clara,4,2002,08/09/06,17/08/09,,,2002
Optimal Blue,Enterprise Software,"22,400,000",operating,USA,TX,Dallas,Plano,3,2002,10/01/13,12/04/13,,,2002
Oraxion,Semiconductors,"8,000,000",operating,USA,CA,SF Bay Area,Fremont,1,2002,17/06/04,17/06/04,,,2002
Orexigen Therapeutics,Biotechnology|Health Care,"101,000,000",ipo,USA,CA,San Diego,La Jolla,3,2002,22/01/04,11/09/15,,,2002
Othera Pharmaceuticals,Biotechnology,"10,619,994",operating,USA,PA,Philadelphia,Conshohocken,1,2002,04/08/09,04/08/09,,,2002
Oxane Materials,Nanotechnology,"11,400,000",operating,USA,TX,Houston,Houston,2,2002,02/06/09,22/04/10,,,2002
ParinGenix,Biotechnology,"5,094,613",operating,USA,FL,Ft. Lauderdale,Weston,2,2002,04/08/10,19/02/13,,,2002
PartTec,Manufacturing,"1,800,000",operating,USA,IN,Indianapolis,Bloomington,1,2002,05/11/12,05/11/12,,,2002
Passport Systems,Manufacturing|Supply Chain Management,"56,049,556",operating,USA,MA,Boston,Billerica,5,2002,22/05/06,24/06/13,,,2002
Pathwork Diagnostics,Biotechnology|Health Diagnostics,"63,500,000",operating,USA,CA,SF Bay Area,Redwood City,4,2002,01/10/05,06/10/10,,,2002
PatientSafe Solutions,Mobile,"71,857,804",operating,USA,CA,San Diego,San Diego,6,2002,02/09/09,12/03/14,,,2002
PhaseBio Pharmaceuticals,Biotechnology,"144,124,067",operating,USA,PA,Philadelphia,Malvern,6,2002,24/10/07,12/03/15,,,2002
Phoseon Technology,Semiconductors,"7,700,000",operating,USA,OR,"Portland, Oregon",Hillsboro,2,2002,21/03/05,07/09/06,,,2002
Pillars4Life,Education|Health Care|Social Media,"3,410,000",operating,USA,CA,Los Angeles,Los Angeles,4,2002,07/05/12,29/05/14,,,2002
Ping Identity Corporation,Identity|Identity Management|Security,"128,346,520",operating,USA,CO,Denver,Denver,9,2002,13/04/04,18/09/14,,,2002
Pixelligent,Nanotechnology,"34,533,837",operating,USA,MD,Baltimore,Baltimore,10,2002,28/05/09,15/06/15,,,2002
PlanSource Holdings,Software,"94,000,000",operating,USA,FL,Orlando,Orlando,4,2002,01/02/12,21/08/15,,,2002
PolyMedix,Biotechnology,"14,000,000",ipo,USA,PA,Philadelphia,Radnor,1,2002,01/04/10,01/04/10,,,2002
Portsmouth Regional Ambulatory Surgery Center,Biotechnology,"1,683,537",operating,USA,NH,Portsmouth,Portsmouth,3,2002,20/12/11,25/03/15,,,2002
Posit Science,Biotechnology,"6,396,054",operating,USA,CA,SF Bay Area,San Francisco,3,2002,27/04/09,14/12/09,,,2002
POW,Sporting Goods,"2,500,000",operating,USA,WA,Seattle,Seattle,1,2002,24/09/14,24/09/14,,,2002
PowerVision,Health Care,"86,500,000",operating,USA,CA,SF Bay Area,Belmont,5,2002,31/12/07,16/06/14,,,2002
Privacy Networks,Security,"2,400,000",operating,USA,CO,Fort Collins,Fort Collins,1,2002,03/10/05,03/10/05,,,2002
"Procore Technologies, Inc.",Construction|Software,"49,000,000",operating,USA,CA,Santa Barbara,Carpinteria,3,2002,25/01/07,16/04/15,,,2002
Progressive Beverages,Legal,"1,750,000",operating,USA,CA,Bakersfield,California City,1,2002,12/08/05,12/08/05,,,2002
Pronto Networks,Mobile,"16,300,000",operating,USA,CA,SF Bay Area,Pleasanton,2,2002,27/01/03,10/02/04,,,2002
Proofpoint,Enterprise Software|Software|Technology,"79,000,000",ipo,USA,CA,SF Bay Area,Sunnyvale,5,2002,14/10/03,26/02/08,,,2002
Prosetta,Biotechnology,"35,039,850",operating,USA,CA,SF Bay Area,San Francisco,3,2002,21/05/07,04/12/15,,,2002
ProteoGenix,Diagnostics|Medical|Pharmaceuticals,"28,002,500",operating,USA,CA,Anaheim,Costa Mesa,3,2002,15/03/07,15/04/10,,,2002
Protochips,Nanotechnology,"1,287,001",operating,USA,NC,Raleigh,Raleigh,2,2002,10/03/09,16/11/11,,,2002
PROVECTUS PHARMACEUTICALS,Biotechnology,"10,592,426",operating,USA,TN,Knoxville,Knoxville,3,2002,30/06/09,17/04/14,,,2002
PureSense,Clean Technology,"10,281,191",operating,USA,CA,SF Bay Area,Oakland,3,2002,06/11/06,14/12/09,,,2002
Qcept Technologies,Semiconductors,"17,400,000",operating,USA,GA,Atlanta,Atlanta,4,2002,03/03/08,12/08/14,,,2002
Qualtrics,Software,"220,000,000",operating,USA,UT,Salt Lake City,Provo,2,2002,15/05/12,24/09/14,,,2002
QuantumSphere,Hardware + Software,"5,385,000",operating,USA,CA,"Orange County, California",Santa Ana,3,2002,14/02/14,02/10/15,,,2002
QuickGifts,E-Commerce,"3,970,817",operating,USA,TX,Austin,Austin,4,2002,08/09/10,21/01/15,,,2002
Radar Corporation,Information Services|Information Technology|Technology,"2,000,000",operating,USA,CA,SF Bay Area,San Ramon,1,2002,23/11/09,23/11/09,,,2002
RadioRx,Biotechnology,"20,450,011",operating,USA,CA,SF Bay Area,Mountain View,1,2002,17/04/13,17/04/13,,,2002
Razz,Music,"10,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2002,26/01/05,26/04/07,,,2002
Realtime Worlds,Games,"82,750,000",operating,USA,CO,Denver,Boulder,3,2002,13/05/04,01/03/08,,,2002
Reata Pharmaceuticals,Biotechnology,"433,949,840",operating,USA,TX,Dallas,Irving,6,2002,12/11/04,13/07/11,,,2002
